"","ADDRESSS","name","lat","long","accuracy","format_address"
"517","102 NORFOLK STREET 10002","THE BACK ROOM",40.6953337,40.6953337,"street_address","102-03 Jamaica Ave, Jamaica, NY 11418, USA"
"518","102 NORTH END AVENUE 10282","CONRAD NEW YORK MAIN KITCHEN",40.7577684,40.7577684,"street_address","102-03 Northern Blvd, Flushing, NY 11368, USA"
"519","102 PRESIDENT ST 11231","PROVENANCE MEALS",40.7499137,40.7499137,"premise","102-03 Roosevelt Ave, Flushing, NY 11368, USA"
"520","102 SAINT MARKS PL 10009","DUN-WELL DOUGHNUTS",40.747632,40.747632,"route","44th Ave, Queens, NY 11368, USA"
"521","102 SARATOGA AVE 11233","NEW YORK FRIED CHICKEN",40.7689942,40.7689942,"premise","102-05 Ditmars Blvd, Flushing, NY 11369, USA"
"522","102 ST MARKS PLACE 10009","PROLETARIAT NY",40.6898501,40.6898501,"street_address","102-6 Atlantic Ave, Ozone Park, NY 11416, USA"
"523","102 SUFFOLK STREET 10002","SOY",40.7105488,40.7105488,"premise","102-07 Metropolitan Ave, Flushing, NY 11375, USA"
"524","102 W 35TH ST 10001","WAFELS & DINGES",40.7624276,40.7624276,"street_address","1021 3rd Ave, New York, NY 10065, USA"
"525","102 WEST   73 STREET 10023","ALICE'S TEA CUP",40.513587,40.513587,"street_address","1021 6th Ave, Altoona, PA 16602, USA"
"526","102 WEST   86 STREET 10024","LA MIRABELLE RESTAURANT",40.6470352,40.6470352,"premise","1021 Church Ave, Brooklyn, NY 11218, USA"
"527","102-06 43 AVE 11368","SABOR NORTENO",40.8335814,40.8335814,"street_address","1021 Ogden Ave, Bronx, NY 10452, USA"
"528","1020 3RD AVE 10065","CHIPOTLE MEXICAN GRILL",40.7529558,40.7529558,"street_address","102-10 37th Ave, Flushing, NY 11368, USA"
"529","1020 6 AVENUE 10018","PRET A MANGER",40.7101535,40.7101535,"street_address","102-10 Metropolitan Ave, Forest Hills, NY 11375, USA"
"530","1020 86th Street 11228","DYKER BEACH GOLF (GRILL ROOM)",40.7260258,40.7260258,"street_address","102-11 Queens Blvd, Forest Hills, NY 11375, USA"
"531","1020 AMSTERDAM AVENUE 10025","1020 BAR",40.7135824,40.7135824,"premise","10211 Springfield Blvd, Queens Village, NY 11429, USA"
"532","1020 LEXINGTON AVENUE 10021","LEXINGTON BAR AND BOOKS",40.6857104,40.6857104,"premise","102-12 101st Ave, Jamaica, NY 11416, USA"
"533","1020 TIFFANY STREET 10459","SAN GERMAN CUCHIFRITO",40.6949698,40.6949698,"street_address","102-14 Jamaica Ave, Jamaica, NY 11418, USA"
"534","10201 37TH AVE 11368","CHARO RESTAURANT",40.7495965,40.7495965,"street_address","102-14 Roosevelt Ave, Corona, NY 11368, USA"
"535","10201 44TH AVE 11368","EL TRIO GRILL",40.710527,40.710527,"premise","102-15 Metropolitan Ave, Forest Hills, NY 11375, USA"
"536","10202 43RD AVE 11368","EL PATRON BILLARD GRILL",40.747122,40.747122,"street_address","102-16 43rd Avenue, Flushing, NY 11368, USA"
"537","10202 ATLANTIC AVENUE 11416","DUNKIN' DONUTS",40.7627222,40.7627222,"street_address","1022 3rd Ave, New York, NY 10065, USA"
"538","10202 NORTHERN BOULEVARD 11368","SALINAS ECUADORIAN BAR & RESTAURANT",40.6097603,40.6097603,"premise","1022 Avenue P, Brooklyn, NY 11230, USA"
"539","10202 ROOSEVELT AVENUE 11368","EL DORADO CAFE",40.6394247,40.6394247,"street_address","1022 Cortelyou Rd, Brooklyn, NY 11218, USA"
"540","10203 JAMAICA AVENUE 11418","LA NEGRA RESTAURANT",40.7711236,40.7711236,"street_address","1022 Lexington Ave, New York, NY 10021, USA"
"541","10203 NORTHERN BOULEVARD 11368","TACOS MEXICO",40.7761872,40.7761872,"premise","1022 Madison Ave, New York, NY 10075, USA"
"542","10203 ROOSEVELT AVENUE 11368","CAFE CON LECHE",40.5515677,40.5515677,"street_address","1022 Rossville Ave, Staten Island, NY 10309, USA"
"543","10203A 44TH AVENUE 11368","EL PARROQUENO RESTAURANT",40.7530764,40.7530764,"street_address","102-20 37th Ave, Flushing, NY 11368, USA"
"544","10205 DITMARS BOULEVARD 11369","STEINWAY RESTAURANT",40.7499588,40.7499588,"premise","10223 Roosevelt Ave, Corona, NY 11368, USA"
"545","10206 ATLANTIC AVENUE 11416","SUBWAY",40.7416322,40.7416322,"route","Horace Harding Expy, Queens, NY 11368, USA"
"546","10207 METROPOLITAN AVENUE 11375","TACI'S AUTHENTIC TURKISH RESTAURANT",40.7416322,40.7416322,"route","Horace Harding Expy, Queens, NY 11368, USA"
"547","1021 3 AVENUE 10065","STARBUCKS",40.694974,40.694974,"premise","102-24 Jamaica Ave, Jamaica, NY 11418, USA"
"548","1021 6 AVENUE 10018","TIM HORTONS, SOUP MAN, TASTI D-LITE",40.695385,40.695385,"street_address","102-25 Jamaica Ave, Jamaica, NY 11418, USA"
"549","1021 8TH AVE 11215","FLORA",40.7499922,40.7499922,"street_address","10227 Roosevelt Ave, Corona, NY 11368, USA"
"550","1021 CHURCH AVE 11218","HUNGER PANG",40.5732921,40.5732921,"street_address","1023 Riegelmann Boardwalk, Brooklyn, NY 11224, USA"
"551","1021 OGDEN AVENUE 10452","PARADISE CAFE NY RESTAURANT",40.8336342,40.8336342,"street_address","1023 Ogden Ave, Bronx, NY 10452, USA"
"552","10210 37TH AVE 11368","LA TRONCALENA LOUNGE & RESTAURANT",40.7253837,40.7253837,"street_address","102-39 Queens Blvd, Forest Hills, NY 11375, USA"
"553","10210 METROPOLITAN AVENUE 11375","SUBWAY",40.7576523,40.7576523,"street_address","1024 1st Avenue, New York, NY 10022, USA"
"554","10211 QUEENS BOULEVARD 11375","L'AMOUR",40.7573683,40.7573683,"street_address","1024 2nd Ave, New York, NY 10022, USA"
"555","10211 SPRINGFIELD BOULEVARD 11429","HA BO KITCHEN",40.8033908,40.8033908,"street_address","1024 Amsterdam Ave, New York, NY 10025, USA"
"556","10212 101 AVENUE 11416","MARIO'S PIZZERIA",40.8164632,40.8164632,"street_address","1024 Longwood Ave, Bronx, NY 10459, USA"
"557","10214 JAMAICA AVENUE 11418","HERMES BILLIARDS & CAFE",40.8483418,40.8483418,"street_address","1024 Morris Park Ave, Bronx, NY 10461, USA"
"558","10214 ROOSEVELT AVE 11368","DELICIAS MEXICANAS BLUE WATER",40.5517194,40.5517194,"street_address","1024 Rossville Ave, Staten Island, NY 10309, USA"
"559","10215 METROPOLITAN AVE 11375","TAZZINA",40.7679484,40.7679484,"premise","102-40 Ditmars Blvd, East Elmhurst, NY 11369, USA"
"560","10216 43 AVENUE 11368","VICKI'S RESTAURANT  and  BAKERY",40.5732863,40.5732863,"street_address","1025 Riegelmann Boardwalk, Brooklyn, NY 11224, USA"
"561","1022 3 AVENUE 10065","CABANA",40.8211957,40.8211957,"street_address","1025 E 163rd St, Bronx, NY 10459, USA"
"562","1022 AVENUE P 11223","MY GRILL BAR",40.7339745,40.7339745,"premise","1025 Manhattan Ave, Brooklyn, NY 11222, USA"
"563","1022 CORTELYOU RD 11218","LEA",40.7478167,40.7478167,"street_address","102-53 43rd Avenue, Corona, NY 11368, USA"
"564","1022 LEXINGTON AVE 10021","CASIMIR & CO",40.7252616,40.7252616,"street_address","102-55 Queens Blvd, Forest Hills, NY 11375, USA"
"565","1022 MADISON AVENUE 10075","NECTAR COFFEE SHOP",40.695381,40.695381,"street_address","102-59 Jamaica Ave, Jamaica, NY 11418, USA"
"566","1022 ROSSVILLE AVE 10309","HAPPY FORTUNE",40.75742,40.75742,"premise","1026 2nd Ave, New York, NY 10022, USA"
"567","10220 37TH AVE 11368","KENNEDY FRIED CHICKEN",40.7627727,40.7627727,"premise","1026 3rd Ave, New York, NY 10065, USA"
"568","10222 39TH AVE 11368","IGLOO ROLLS",40.8282183,40.8282183,"premise","1026 Castle Hill Ave, Bronx, NY 10472, USA"
"569","10223 ROOSEVELT AVENUE 11368","PASTELES CAPY",40.632453,40.632453,"street_address","1026 Coney Island Ave, Brooklyn, NY 11230, USA"
"570","10223B HORACE HARDING EXPRESSWAY 11368","CITY PLACE GRILL",40.7577488,40.7577488,"street_address","1026 1st Avenue, New York, NY 10022, USA"
"571","10223B HORACE HARDING EXPY 11368","CITY GRILL",40.6633827,40.6633827,"street_address","1026 Nostrand Ave, Brooklyn, NY 11225, USA"
"572","10224 JAMAICA AVE 11418","LA CABANA RESTAURANT",40.5518281,40.5518281,"street_address","1026 Rossville Ave, Staten Island, NY 10309, USA"
"573","10225 JAMAICA AVENUE 11418","EL CAFETAL BAKERY",40.6460274,40.6460274,"premise","1027 Flatbush Ave, Brooklyn, NY 11226, USA"
"574","10227 ROOSEVELT AVENUE 11368","DUNKIN' DONUTS",40.8242299,40.8242299,"street_address","1027 Westchester Ave, Bronx, NY 10459, USA"
"575","1023 BOARDWALK W 11224","CONEY'S CONES",40.7628313,40.7628313,"premise","1028 3rd Ave, New York, NY 10065, USA"
"576","1023 OGDEN AVENUE 10452","JING XIN RESTAURANT",40.8034893,40.8034893,"street_address","1028 Amsterdam Ave, New York, NY 10025, USA"
"577","10230 43RD AVE 11368","",40.6031347,40.6031347,"street_address","1028 Beach 20th St, Far Rockaway, NY 11691, USA"
"578","10239 QUEENS BOULEVARD 11375","DA MIKELLE II",40.8282897,40.8282897,"street_address","1028 Castle Hill Ave, Bronx, NY 10472, USA"
"579","1024 1 AVENUE 10022","DUNKIN' DONUTS",40.6634165,40.6634165,"street_address","1028 Nostrand Ave, Brooklyn, NY 11225, USA"
"580","1024 2 AVENUE 10022","LENWICH",40.792173,40.792173,"premise","1029 Clintonville St, Whitestone, NY 11357, USA"
"581","1024 2ND AVE 10022","LENWICH",40.8269556,40.8269556,"premise","1029 E 167th St, Bronx, NY 10459, USA"
"582","1024 AMSTERDAM AVENUE 10025","V & T RESTAURANT",40.7527917,40.7527917,"street_address","1029 6th Ave, New York, NY 10018, USA"
"583","1024 LONGWOOD AVENUE 10459","SUBWAY",40.7267367,40.7267367,"premise","103 1st Avenue, New York, NY 10003, USA"
"584","1024 MORRIS PARK AVENUE 10461","DOYLES PUB",40.7275688,40.7275688,"street_address","103 2nd Ave, New York, NY 10003, USA"
"585","1024 ROSSVILLE AVENUE 10309","HEARTLAND BAGELS 11",40.732362,40.732362,"street_address","103 3rd Ave, New York, NY 10003, USA"
"586","10240 DITMARS BOULEVARD 11369","HAMPTON INN LAGUARDIA",40.7258509,40.7258509,"street_address","103 Avenue A, New York, NY 10009, USA"
"587","10248 43RD AVE 11368","",40.7247188,40.7247188,"premise","103 Avenue B, New York, NY 10009, USA"
"588","1025 3RD AVE 10065","JUICE ISLAND",40.7189991,40.7189991,"premise","103 Berry St, Brooklyn, NY 11249, USA"
"589","1025 BOARDWALK 11224","DENO'S SWEET SHOPPE",40.8276456,40.8276456,"street_address","103 E 161st St, Bronx, NY 10451, USA"
"590","1025 EAST  163 STREET 10459","JIMBO'S HAMBURGER PALACE",40.8050869,40.8050869,"street_address","103 E 125th St, New York, NY 10035, USA"
"591","1025 MANHATTAN AVENUE 11222","Whiskey Burger",40.713565,40.713565,"premise","103 E Broadway, New York, NY 10002, USA"
"592","10253 43 AVENUE 11368","PARAISO AZTECA RESTAURANT & BAR",40.6638499,40.6638499,"premise","103 Empire Blvd, Brooklyn, NY 11225, USA"
"593","10255 QUEENS BOULEVARD 11375","TROYKA/DA MIKELLE PALACE/MIKELLE CORNER/SUSHI & STEAK HOUSE",40.8464326,40.8464326,"premise","103 Featherbed Ln, Bronx, NY 10452, USA"
"594","10259 JAMAICA AVENUE 11418","HONG KONG RESTAURANT",40.7052729,40.7052729,"premise","103 Graham Ave, Brooklyn, NY 11206, USA"
"595","1026 2ND AVE 10022","FRESHARK JUICE BAR & GRILL",40.7378037,40.7378037,"street_address","103 Greenwich Ave, New York, NY 10014, USA"
"596","1026 3 AVENUE 10065","BRGR",40.7421434,40.7421434,"premise","103 Lexington Ave, New York, NY 10016, USA"
"597","1026 CASTLE HILL AVENUE 10472","JUICES FOR LIFE",40.729795,40.729795,"street_address","103 Macdougal St, New York, NY 10012, USA"
"598","1026 CONEY ISLAND AVE 11230","PAK LAHORI CHILLI",40.7763624,40.7763624,"premise","103 W 70th St, New York, NY 10023, USA"
"599","1026 FIRST AVENUE 10022","SUTTON CAFE RESTAURANT",40.7083773,40.7083773,"premise","103 Washington St, New York, NY 10006, USA"
"600","1026 NOSTRAND AVENUE 11225","CLUBS GYRO",40.7325032,40.7325032,"premise","103 Waverly Pl, New York, NY 10011, USA"
"601","1026 ROSSVILLE AVE 10309","PINO'S PIZZERIA",40.7777551,40.7777551,"premise","103 W 72nd St, New York, NY 10023, USA"
"602","1027 FLATBUSH AVE 11226","KINGS THEATRE",40.7809351,40.7809351,"premise","103 W 77th St, New York, NY 10024, USA"
"603","1027 WESTCHESTER AVE 10459","TEXAS CHICKEN & BURGERS",40.7578812,40.7578812,"street_address","103-07 Northern Blvd, Flushing, NY 11368, USA"
"604","1028 3 AVENUE 10065","ISLE OF CAPRI RESTURANT",40.7924216,40.7924216,"street_address","10-30B 154th St, Whitestone, NY 11357, USA"
"605","1028 AMSTERDAM AVE 10025","PITA GRILL",40.757508,40.757508,"street_address","1030 2nd Ave, New York, NY 10022, USA"
"606","1028 BEACH 20 STREET 11691","CENTRAL AMERICAN RESTAURANT",40.8036035,40.8036035,"premise","1030 Amsterdam Ave, New York, NY 10025, USA"
"607","1028 CASTLE HILL AVE 10472","1028 BAR & RESTAURANT EL SALVADORENO",40.8036035,40.8036035,"premise","1030 Amsterdam Ave, New York, NY 10025, USA"
"608","1028 NOSTRAND AVE 11225","LA BAGUETTE SHOP",40.710483,40.710483,"street_address","103-01 Metropolitan Ave, Flushing, NY 11375, USA"
"609","1029 CLINTONVILLE STREET 11357","DUNKIN' DONUTS",40.76108,40.76108,"street_address","103-02 Astoria Blvd, Flushing, NY 11369, USA"
"610","1029 E 167TH ST 10459","KENNEDY FRIED CHICKEN",40.7131416,40.7131416,"street_address","10302 Springfield Blvd, Queens Village, NY 11429, USA"
"611","1029A AVENUE OF THE AMERICAS 10018","MOE'S SOUTHWEST GRILL",40.686234,40.686234,"premise","103-03 101st Ave, Jamaica, NY 11416, USA"
"612","103 1 AVENUE 10003","UGLY KITCHEN",40.75356,40.75356,"street_address","103-05 37th Ave, Flushing, NY 11368, USA"
"613","103 2 AVENUE 10003","MIGHTY QUINN'S BARBEQUE",40.6815799,40.6815799,"street_address","103-06 Liberty Ave, Jamaica, NY 11417, USA"
"614","103 3 AVENUE 10003","PENNY FARTHING RESTAURANT",40.7406906,40.7406906,"street_address","103-07 Martense Ave, Flushing, NY 11368, USA"
"615","103 AVENUE A 10009","HAYATY",40.7248768,40.7248768,"street_address","103-07 Queens Blvd, Forest Hills, NY 11375, USA"
"616","103 AVENUE B 10009","PARDON MY FRENCH",40.7499248,40.7499248,"street_address","103-7 Roosevelt Ave, Corona, NY 11368, USA"
"617","103 BERRY ST 11249","GEORGE AND JACKS",40.7506573,40.7506573,"street_address","10308 39th Ave, Corona, NY 11368, USA"
"618","103 E 161ST ST 10451","PALOMBO BAKERY",40.7498843,40.7498843,"street_address","103-8 Roosevelt Ave, Corona, NY 11368, USA"
"619","103 EAST  125 STREET 10035","POPEYES LOUISIANA KITCHEN",40.686302,40.686302,"street_address","103-09 101st Ave, Jamaica, NY 11416, USA"
"620","103 EAST BROADWAY 10002","NEW WONG RESTAURANT",40.648391,40.648391,"street_address","10309 Glenwood Rd, Brooklyn, NY 11236, USA"
"621","103 EMPIRE BOULEVARD 11225","BUZZ",40.710447,40.710447,"street_address","103-09 Metropolitan Ave, Flushing, NY 11375, USA"
"622","103 FEATHERBED LANE 10452","EMPIRE CHINESE RESTAURANT ZHENG",40.6438684,40.6438684,"street_address","1031 E 92nd St, Brooklyn, NY 11236, USA"
"623","103 GRAHAM AVE 11206","HAPPY GARDEN",40.7135472,40.7135472,"street_address","1031 Grand St, Brooklyn, NY 11211, USA"
"624","103 GREENWICH AVENUE 10014","MONUMENT LANE",40.6633441,40.6633441,"premise","1031 Rutland Rd, Brooklyn, NY 11212, USA"
"625","103 LEXINGTON AVENUE 10016","TAMBA INDIAN GRILL & BAR",40.7507306,40.7507306,"street_address","103-10 39th Ave, Corona, NY 11368, USA"
"626","103 MACDOUGAL STREET 10012","PANCHITO'S",40.7494228,40.7494228,"premise","103-10 Roosevelt Ave, Flushing, NY 11368, USA"
"627","103 W 70TH ST 10023","AMBER",40.7168212,40.7168212,"route","Mott St, New York, NY 10013, USA"
"628","103 WASHINGTON ST 10006","ST GEORGE TOWER",40.7247366,40.7247366,"street_address","10311 Queens Blvd, Forest Hills, NY 11375, USA"
"629","103 WAVERLY PLACE 10011","NORTH SQUARE",40.7574706,40.7574706,"premise","103-12 Northern Blvd, Corona, NY 11368, USA"
"630","103 WEST   72 STREET 10023","MALACHY'S",40.6863194,40.6863194,"street_address","103-15 101st Ave, Jamaica, NY 11416, USA"
"631","103 WEST   77 STREET 10024","DOVETAIL",40.7578884,40.7578884,"street_address","103-15 Northern Blvd, Flushing, NY 11368, USA"
"632","103-07 NORTHERN BLVD 11368","LUNG SING",40.7247433,40.7247433,"street_address","103-15 Queens Blvd, Forest Hills, NY 11375, USA"
"633","103-105 MOTT ST 10013","",40.7100265,40.7100265,"premise","103-18 Metropolitan Ave, Flushing, NY 11375, USA"
"634","1030 154TH ST 11357","DUNKIN' DONUTS, BASKIN ROBBINS",40.7495624,40.7495624,"street_address","103-18 Roosevelt Ave, Corona, NY 11368, USA"
"635","1030 2 AVENUE 10022","TAKSIM",40.7104211,40.7104211,"street_address","103-19 Metropolitan Ave, Flushing, NY 11375, USA"
"636","1030 AMSTERDAM AVE 10025","INSOMNIA COOKIES",40.7499533,40.7499533,"street_address","103-19 Roosevelt Ave, Corona, NY 11368, USA"
"637","1030 AMSTERDAM AVENUE 10025","HUNGARIAN PASTRY SHOP",40.7527256,40.7527256,"street_address","1032 6th Ave, New York, NY 10018, USA"
"638","10301 METROPOLITAN AVENUE 11375","KATSUNO",40.6345821,40.6345821,"street_address","1032 Castleton Ave, Staten Island, NY 10310, USA"
"639","10302 ASTORIA BLVD 11369","A1 JAMAICA BREEZE",40.6323824,40.6323824,"premise","1032 Coney Island Ave, Brooklyn, NY 11230, USA"
"640","10302 SPRINGFIELD BOULEVARD 11429","CROWN FRIED CHICKEN",40.7715671,40.7715671,"premise","1032 Lexington Ave, New York, NY 10021, USA"
"641","10303 101ST AVE 11416","PAPA JOHN'S",40.6633634,40.6633634,"street_address","1032 Nostrand Ave, Brooklyn, NY 11225, USA"
"642","10305 37 AVENUE 11368","HO MEI RESTAURANT",40.6695521,40.6695521,"street_address","1032 Union St, Brooklyn, NY 11225, USA"
"643","10306 LIBERTY AVENUE 11417","S & A WEST INDIAN RESTAURANT",40.6817591,40.6817591,"street_address","103-20 Liberty Ave, Jamaica, NY 11417, USA"
"644","10307 MARTENSE AVENUE 11368","TACOS GLORIA",40.7103593,40.7103593,"premise","103-21 Metropolitan Ave, Forest Hills, NY 11375, USA"
"645","10307 QUEENS BLVD 11375","THAI POT",40.7496149,40.7496149,"street_address","10326 Roosevelt Ave, Corona, NY 11368, USA"
"646","10307 ROOSEVELT AVENUE 11368","DELICIAS BAKERY & RESTAURANT",40.743797,40.743797,"street_address","103-28 Corona Ave, Flushing, NY 11368, USA"
"647","10308 39 AVENUE 11368","DORAS CAFFE",40.7528536,40.7528536,"subpremise","1033 6th Ave, New York, NY 10018, USA"
"648","10308 ROOSEVELT AVE 11368","FRUITTI YUMMI FROZEN YOGURT",40.7528536,40.7528536,"street_address","1033 6th Ave, New York, NY 10018, USA"
"649","10309 101ST AVE 11416","TACO'S CARIBBEAN FOOD",40.8487022,40.8487022,"street_address","1033 Morris Park Ave, Bronx, NY 10461, USA"
"650","10309 GLENWOOD RD 11236","CROWN FRIED CHICKEN",40.6630247,40.6630247,"street_address","1033 Nostrand Ave, Brooklyn, NY 11225, USA"
"651","10309 METROPOLITAN AVE 11375","TWIST IT TOP IT FROZEN YOGURT",40.7244,40.7244,"street_address","10335 Queens Blvd, Forest Hills, NY 11375, USA"
"652","1031 EAST   92 STREET 11236","SONNY'S HEROS",40.643789,40.643789,"street_address","1035 E 92nd St, Brooklyn, NY 11236, USA"
"653","1031 GRAND ST 11211","SUNNYVALE",40.8213991,40.8213991,"street_address","1035 E 163rd St, Bronx, NY 10459, USA"
"654","1031 RUTLAND RD 11212","KAM LONG KITCHEN KINGS",40.7341714,40.7341714,"premise","1035 Manhattan Ave, Brooklyn, NY 11222, USA"
"655","10310 39 AVENUE 11368","TIPICO DOMINICANO RESTAURANT",40.6322919,40.6322919,"street_address","1036 Coney Island Ave, Brooklyn, NY 11230, USA"
"656","10310 ROOSEVELT AVENUE 11368","AMERICAS RESTORANTE",40.6033212,40.6033212,"street_address","1037 Beach 20th St, Far Rockaway, NY 11691, USA"
"657","103105 MOTT STREET 10013","ROYAL SEAFOOD RESTAURANT",40.7040943,40.7040943,"premise","1037 Flushing Ave, Brooklyn, NY 11237, USA"
"658","10311 QUEENS BLVD 11375","TU CASA",40.7423848,40.7423848,"street_address","10-37 Jackson Ave, Long Island City, NY 11101, USA"
"659","10312 NORTHERN BOULEVARD 11368","PICO RICO",40.7579559,40.7579559,"street_address","1038 1st Avenue, New York, NY 10022, USA"
"660","10315 101 AVENUE 11416","CHINA WOK II",27.638061,27.638061,"street_address","1038 20th St, Vero Beach, FL 32960, USA"
"661","10315 NORTHERN BLVD 11368","SWEET OCCASIONS",40.689547,40.689547,"premise","1038 Bedford Ave, Brooklyn, NY 11205, USA"
"662","10315 QUEENS BLVD 11375","AL DENTE PIZZERIA",40.7579055,40.7579055,"street_address","1039 2nd Ave, New York, NY 10022, USA"
"663","10318 METROPOLITAN AVENUE 11375","STAR OF SIAM",40.7550744,40.7550744,"street_address","10-39 41st Ave, Long Island City, NY 11101, USA"
"664","10318 ROOSEVELT AVE 11368","DON JUAN TAQUERIA",40.674417,40.674417,"street_address","1039 Belmont Ave, Brooklyn, NY 11208, USA"
"665","10319 METROPOLITAN AVE 11375","THE OTHER PLACE",40.8285333,40.8285333,"street_address","1039 Castle Hill Ave, Bronx, NY 10472, USA"
"666","10319 ROOSEVELT AVE 11368","BURGER KING",40.8212393,40.8212393,"street_address","1039 E 163rd St, Bronx, NY 10459, USA"
"667","1032 6TH AVE 10018","JOEY PEPPERONI'S PIZZA",40.6822756,40.6822756,"premise","1039A Fulton St, Brooklyn, NY 11238, USA"
"668","1032 CASTLETON AVENUE 10310","MY FAMILY PIZZA",40.7273943,40.7273943,"street_address","104 2nd Ave, New York, NY 10003, USA"
"669","1032 CONEY ISLAND AVENUE 11230","PAKIZA RESTAURANT",40.7273943,40.7273943,"street_address","104 2nd Ave, New York, NY 10003, USA"
"670","1032 LEXINGTON AVENUE 10021","ARLINGTON CLUB",40.7404879,40.7404879,"street_address","104 8th Ave, New York, NY 10011, USA"
"671","1032 NOSTRAND AVE 11225","KENNEDY FRIED CHICKEN",40.7238184,40.7238184,"premise","104 Avenue C, New York, NY 10009, USA"
"672","1032 UNION STREET 11225","ITAL KITCHEN",40.861827,40.861827,"street_address","104 Dyckman St, New York, NY 10040, USA"
"673","10320 LIBERTY AVE 11417","Romeo's Pizza and Pasta",40.8311365,40.8311365,"street_address","104 E 165th St, Bronx, NY 10452, USA"
"674","10321 METROPOLITAN AVE 11375","CARVEL ICE CREAM",40.8578879,40.8578879,"street_address","104 E 183rd St, Bronx, NY 10453, USA"
"675","10326 ROOSEVELT AVENUE 11368","POLLO CAMPERO",40.726432,40.726432,"street_address","104 E 7th St, New York, NY 10009, USA"
"676","10328 CORONA AVE 11368","MANUEL E  RESTAURANT",40.7442268,40.7442268,"premise","104 E 30th St, New York, NY 10016, USA"
"677","1033 6 AVENUE 10018","RESIDENCE INN TIMES SQUARE",40.7023499,40.7023499,"premise","104 Front St, Brooklyn, NY 11201, USA"
"678","1033 AVENUE OF THE AMERICAS 10018","CAFE BARI",40.709556,40.709556,"street_address","104 Fulton St, New York, NY 10038, USA"
"679","1033 MORRIS PARK AVE 10461","HEALTHY FRESH",40.7076939,40.7076939,"street_address","104 John St, New York, NY 10038, USA"
"680","1033 NOSTRAND AVENUE 11225","HAMMOND'S JERK",40.7293396,40.7293396,"premise","104 Macdougal St, New York, NY 10012, USA"
"681","10335 QUEENS BLVD 11375","ASIAN FORTUNE RESTAURANT",40.6952581,40.6952581,"premise","104 Marcus Garvey Blvd, Brooklyn, NY 11206, USA"
"682","1035 E 92ND ST 11236","CHINA WOK",40.717498,40.717498,"street_address","104 Mott St, New York, NY 10013, USA"
"683","1035 EAST  163 STREET 10459","GIRALDA BAKERY",40.7159342,40.7159342,"premise","104 Roebling St, Brooklyn, NY 11211, USA"
"684","1035 MANHATTAN AVENUE 11222","GREEN POINT DINER",40.7120051,40.7120051,"premise","104 S 4th St, Brooklyn, NY 11249, USA"
"685","1036 CONEY ISLAND AVE 11230","HALAL PIZZA & FRIED CHICKEN",40.6375601,40.6375601,"premise","104 Victory Blvd, Staten Island, NY 10301, USA"
"686","1037 BEACH   20 STREET 11691","LA PALMA RESTAURANT OF FAR ROCKAWAY",40.7928674,40.7928674,"premise","104 W 96th St, New York, NY 10025, USA"
"687","1037 FLUSHING AVENUE 11237","THE NARROWS",40.7366964,40.7366964,"subpremise","104 W 13th St one, New York, NY 10011, USA"
"688","1037 JACKSON AVE 11101","STATION LIC",40.7761017,40.7761017,"street_address","104 W 70th St, New York, NY 10023, USA"
"689","1038 1 AVENUE 10022","BEST PIZZA ON 1ST.",40.6823335,40.6823335,"street_address","104-07 Liberty Ave, Jamaica, NY 11417, USA"
"690","1038 BEACH   20 STREET 11691","GINO'S PIZZA",40.6950202,40.6950202,"premise","104-10 Jamaica Ave, Jamaica, NY 11418, USA"
"691","1038 BEDFORD AVE 11205","FANCY NANCY",40.7529964,40.7529964,"premise","1040 6th Ave, New York, NY 10018, USA"
"692","1039 2ND AVE 10022","PINKBERRY STORE # 15057",40.6892838,40.6892838,"street_address","1040 Bedford Ave, Brooklyn, NY 11205, USA"
"693","1039 41 AVENUE 11101","NEW CHAMPION WOK",40.8311502,40.8311502,"premise","1040 Grand Concourse, Bronx, NY 10456, USA"
"694","1039 47TH RD 11101","THE GREEN STREET LIC",40.8243428,40.8243428,"street_address","1040 Westchester Ave, Bronx, NY 10459, USA"
"695","1039 BELMONT AVE 11208","MANOLO'S",40.6970295,40.6970295,"street_address","10401 150th St, Jamaica, NY 11435, USA"
"696","1039 CASTLE HILL AVE 10472","THE NEW SOUL CAFE",40.6524654,40.6524654,"premise","10401 Foster Ave, Brooklyn, NY 11236, USA"
"697","1039 EAST 163 STREET 10459","KENNEDY'S CHICKEN & SANDWICHS",40.6822413,40.6822413,"street_address","104-01 Liberty Ave, Jamaica, NY 11417, USA"
"698","1039A FULTON ST 11238","LUNITAS",40.6900619,40.6900619,"street_address","104-02 Atlantic Ave, Jamaica, NY 11416, USA"
"699","104 2 AVENUE 10003","HOT KITCHEN",40.6949607,40.6949607,"street_address","104-02 Jamaica Ave, Jamaica, NY 11418, USA"
"700","104 2ND AVE 10003","LIONS BEER STORE",40.6487896,40.6487896,"street_address","10403 Glenwood Rd, Brooklyn, NY 11236, USA"
"701","104 8 AVENUE 10011","WRAPIDO",40.710323,40.710323,"street_address","104-03 Metropolitan Ave, Flushing, NY 11375, USA"
"702","104 AVENUE C 10009","ALPHABET LOUNGE",40.7671266,40.7671266,"street_address","104-04 Ditmars Blvd, Flushing, NY 11369, USA"
"703","104 DYCKMAN STREET 10040","PATRON",40.710303,40.710303,"street_address","104-05 Metropolitan Ave, Flushing, NY 11375, USA"
