"","ADDRESSS","name","lat","long","accuracy","formatted_address"
"4020","3636 PRINCE ST 11354","CONGEE VILLAGE RESTAURANT & BAR OF FLUSHING",40.7608505,-73.8329835,"street_address","3636 Prince St, Flushing, NY 11354, USA"
"4021","3638 BAILEY AVE 10463","KHALLE BAR AND GRILL",40.8807499,-73.9004955,"street_address","3638 Bailey Ave, Bronx, NY 10463, USA"
"4022","3639 E TREMONT AVE 10465","FRANK AND JOE'S DELI",40.8283278,-73.8236754,"street_address","3639 E Tremont Ave, Bronx, NY 10465, USA"
"4023","3639 PRINCE ST 11354","PRINCE DESSERT AND TEA ROOM",40.7612849,-73.8326725,"premise","3639 Prince St, Flushing, NY 11354, USA"
"4024","364 3RD AVE 10016","LA POSADA MEXICAN FOOD",40.7411489,-73.9818708,"premise","364 3rd Ave, New York, NY 10016, USA"
"4025","364 7 AVENUE 10001","THE FLYING PUCK",40.7488027,-73.9926799,"street_address","364 7th Ave, New York, NY 10001, USA"
"4026","364 ATLANTIC AVE 11217","GRANDMA'S HOUSE",40.6872583,-73.9863752,"premise","364 Atlantic Ave, Brooklyn, NY 11217, USA"
"4027","364 GRAND ST 11211","BILL BAKER'S",40.71217,-73.9557063,"premise","364 Grand St, Brooklyn, NY 11211, USA"
"4028","364 LEWIS AVENUE 11233","THERAPY WINE BAR",40.6830882,-73.9353025,"premise","364 Lewis Ave, Brooklyn, NY 11233, USA"
"4029","364 PROSPECT AVE 11215","FUSION LATINO",40.6614016,-73.9864211,"premise","364 Prospect Ave, Brooklyn, NY 11215, USA"
"4030","364 W 46TH ST 10036","GOGGAN",40.7605835,-73.9902734,"premise","364 W 46th St, New York, NY 10036, USA"
"4031","364 WEST  110 STREET 10025","SPOONBREAD TOO",40.8014307,-73.9608412,"street_address","364 W 110th St, New York, NY 10025, USA"
"4032","3640 BROADWAY 10031","NEW HAPPINESS",40.8295932,-73.9477979,"street_address","3640 Broadway, New York, NY 10031, USA"
"4033","3640 UNION STREET 11354","CANAAN CAKE HOUSE",40.7626414,-73.8278846,"premise","36-40 Union St, Flushing, NY 11354, USA"
"4034","3641 MAIN ST 11354","STUDIO M",40.762182,-73.831056,"street_address","36-41 Main St, Flushing, NY 11354, USA"
"4035","3645 BROADWAY 10031","TACO BELL, KFC",40.82987,-73.9483382,"street_address","3645 Broadway, New York, NY 10031, USA"
"4036","3648 BAILEY AVE 10463","TILILA BAR & GRILL",40.8837399,-73.8980108,"street_address","3648 Bailey Ave, Bronx, NY 10463, USA"
"4037","365 3RD AVE 10016","NICK'S PIZZABAR",40.740878,-73.9812369,"premise","365 3rd Ave, New York, NY 10016, USA"
"4038","365 5 AVENUE 11215","DU JOUR BAKERY",40.6712399,-73.9842547,"premise","365 5th Ave, Brooklyn, NY 11215, USA"
"4039","365 FIFTH AVENUE 10016","C.U.N.Y CAFE",40.7486485,-73.984007,"street_address","365 5th Ave, New York, NY 10016, USA"
"4040","365 NEW DORP LN 10306","CHIKURIN",40.5709813,-74.11028,"premise","365 New Dorp Ln, Staten Island, NY 10306, USA"
"4041","365 PARK AVENUE SOUTH 10016","BREAD & TULIPS",40.7421034,-73.9845816,"street_address","365 Park Ave S, New York, NY 10016, USA"
"4042","365 SMITH STREET 11231","FRANK'S PLACE",40.6791678,-73.9954363,"premise","365 Smith St, Brooklyn, NY 11231, USA"
"4043","365 VAN BRUNT STREET 11231","FORT DEFIANCE",40.6766163,-74.013554,"premise","365 Van Brunt St, Brooklyn, NY 11231, USA"
"4044","365 W 46TH ST 10036","SUSHI SEKI",40.7609554,-73.9900759,"premise","365 W 46th St, New York, NY 10036, USA"
"4045","365 W 51ST ST 10019","XAI XAI WINE BAR",40.7639552,-73.9880452,"street_address","365 W 51st St, New York, NY 10019, USA"
"4046","365 WEST   34 STREET 10001","ALPHA FUSION",40.753385,-73.9957379,"premise","365 W 34th St, New York, NY 10001, USA"
"4047","365 WEST   50 STREET 10019","CHEZ NAPOLEAN",40.7634489,-73.9883256,"street_address","365 W 50th St, New York, NY 10019, USA"
"4048","3650 BAILEY AVE 10463","GUAN HIN RESTAURANT",40.8838032,-73.897986,"street_address","3650 Bailey Ave, Bronx, NY 10463, USA"
"4049","3650 MAIN STREET 11354","GRAND SHANGHAI",40.7617637,-73.8315767,"street_address","36-50 Main St, Flushing, NY 11354, USA"
"4050","3650A WHITE PLAINS RD 10467","MAMA G AFRICAN KITCHEN",40.8803676,-73.8643067,"premise","3650 White Plains Rd, Bronx, NY 10467, USA"
"4051","3652 BAILEY AVE 10463","CON SABOR LATINO RESTAURANT",40.8838433,-73.8979667,"street_address","3652 Bailey Ave, Bronx, NY 10463, USA"
"4052","3657 KINGSBRIDGE AVENUE 10463","RIVERDALE DINER",40.8851536,-73.9014153,"premise","3657 Kingsbridge Ave, Bronx, NY 10463, USA"
"4053","3658 BROADWAY 10031","BONO TRATTORIA",40.83022,-73.9470837,"premise","3658 Broadway, New York, NY 10031, USA"
"4054","366 3 AVENUE 10016","EAST JAPANESE RESTAURANT",40.7412152,-73.9818515,"premise","366 3rd Ave, New York, NY 10016, USA"
"4055","366 5 AVENUE 10001","POTBELLY SANDWICH",40.7491101,-73.9846892,"street_address","366 5th Ave, New York, NY 10001, USA"
"4056","366 AUDUBON AVENUE 10033","67 RESTAURANT",40.8503111,-73.9313495,"street_address","366 Audubon Ave, New York, NY 10033, USA"
"4057","366 COLUMBUS AVENUE 10024","SHAKE SHACK",40.7808555,-73.97654,"premise","366 Columbus Ave, New York, NY 10024, USA"
"4058","366 METROPOLITAN AVENUE 11211","THE COMMODORE",40.7139371,-73.9558631,"street_address","366 Metropolitan Ave, Brooklyn, NY 11211, USA"
"4059","366 NEW DORP LN 10306","TOKYO ARIRANG",40.5705825,-74.1104591,"premise","366 New Dorp Ln, Staten Island, NY 10306, USA"
"4060","366 UNION AVENUE 11211","SANTOS ANNE",40.7113966,-73.9510279,"premise","366 Union Ave, Brooklyn, NY 11211, USA"
"4061","366 W 46TH ST 10036","BAREBURGER",40.7605549,-73.9903626,"premise","366 W 46th St, New York, NY 10036, USA"
"4062","366 W 52ND ST 10019","TAKOYAKI BAR",40.7643565,-73.9876413,"premise","366 W 52nd St, New York, NY 10019, USA"
"4063","366 WEST   52 STREET 10019","TOTTO RAMEN",40.7643565,-73.9876413,"premise","366 W 52nd St, New York, NY 10019, USA"
"4064","3660 EAST TREMONT AVENUE 10465","MCDONALD'S",40.8276845,-73.8233984,"street_address","3660 E Tremont Ave, Bronx, NY 10465, USA"
"4065","3661 WALDO AVE 10463","GOODFELLA'S",40.8870132,-73.9044191,"premise","3661 Waldo Ave, Bronx, NY 10463, USA"
"4066","3662 BROADWAY 10031","TAQUERIA SAN PEDRO",40.8303448,-73.9472436,"street_address","3662 Broadway, New York, NY 10031, USA"
"4067","3663 BOSTON ROAD 10466","WHITE CASTLE",40.8802962,-73.841925,"premise","3663 Boston Rd, Bronx, NY 10466, USA"
"4068","3666 BROADWAY 10031","EL NUEVO AMANECER RESTAURANT",40.8304314,-73.9471828,"street_address","3666 Broadway, New York, NY 10031, USA"
"4069","3668 BROADWAY 10031","",40.8306123,-73.9470725,"street_address","3668 Broadway, New York, NY 10031, USA"
"4070","366A E 204TH ST 10467","CHILPANCINGO RESTAURANT",40.8714885,-73.8774625,"street_address","366 E 204th St, Bronx, NY 10458, USA"
"4071","367 3RD AVE 10016","NYC HANDCRAFTED",40.740985,-73.981317,"street_address","367 3rd Ave, New York, NY 10016, USA"
"4072","367 7TH AVE 11215","HUGO AND SONS",40.66567,-73.982279,"street_address","367 7th Ave, Brooklyn, NY 11215, USA"
"4073","367 AVENUE X 11223","MAX'S BURGERS AND STEAKS",40.5908372,-73.9694591,"premise","367 Avenue X, Brooklyn, NY 11223, USA"
"4074","367 COLUMBIA ST 11231","CALLA PIZZA USA",40.679434,-74.005066,"street_address","367 Columbia St, Brooklyn, NY 11231, USA"
"4075","367 METROPOLITAN AVE 11211","THE FEDERAL BAR BROOKLYN",40.7142441,-73.955677,"premise","367 Metropolitan Ave, Brooklyn, NY 11211, USA"
"4076","367 W 34TH ST 10001","SUBWAY",40.7534184,-73.9958147,"premise","367 W 34th St, New York, NY 10001, USA"
"4077","367 WEST   36 STREET 10018","BOMBAY DELI PIZZA & TANDOORI RESTAURANT",40.7546393,-73.9949866,"street_address","367 W 36th St, New York, NY 10018, USA"
"4078","3670 WHITE PLAINS RD 10467","VYBES KITCHEN",40.8808626,-73.8640339,"premise","3670 White Plains Rd, Bronx, NY 10467, USA"
"4079","3671 BROADWAY AVE 10031","LA PICARDIA DE BROADWAY",40.8308722,-73.9478146,"premise","3671 Broadway, New York, NY 10031, USA"
"4080","368 3RD AVE 10016","SHAWARMA GRILL",40.7412719,-73.9818022,"premise","368 3rd Ave, New York, NY 10016, USA"
"4081","368 AMSTERDAM AVENUE 10024","BAGEL TALK",40.7823356,-73.9791994,"street_address","368 Amsterdam Ave, New York, NY 10024, USA"
"4082","368 ATLANTIC AVENUE 11217","DEITY",40.687189,-73.9862168,"premise","368 Atlantic Ave, Brooklyn, NY 11217, USA"
"4083","368 COLUMBUS AVENUE 10024","CAFE FRIDA",40.7809785,-73.9764467,"premise","368 Columbus Ave, New York, NY 10024, USA"
"4084","368 GRAHAM AVENUE 11211","VARIETY",40.7154148,-73.9442743,"street_address","368 Graham Ave, Brooklyn, NY 11211, USA"
"4085","368 MYRTLE AVENUE 11205","KINARAS INDIAN FOOD",40.6930243,-73.9714144,"premise","368 Myrtle Ave, Brooklyn, NY 11205, USA"
"4086","368 W 46TH ST 10036","CHINA GREEN DIM SUM RESTAURANT",40.7606324,-73.9903812,"premise","368 W 46th St, New York, NY 10036, USA"
"4087","368 WEST   23 STREET 10011","CHELSEA SQUARE RESTAURANT",40.7462007,-74.0012688,"premise","368 W 23rd St, New York, NY 10011, USA"
"4088","3680 NOSTRAND AVE 11229","",40.5942735,-73.9409734,"street_address","3680 Nostrand Ave, Brooklyn, NY 11229, USA"
"4089","3682 NOSTRAND AVENUE 11229","PIA'S PIZZERIA",40.5942571,-73.9409966,"premise","3682 Nostrand Ave, Brooklyn, NY 11229, USA"
"4090","3682B NOSTRAND AVE 11229","THAI BASIL",40.5942571,-73.9409966,"premise","3682 Nostrand Ave, Brooklyn, NY 11229, USA"
"4091","3683 BRUCKNER BOULEVARD 10461","SUBWAY",40.8524709,-73.8276282,"street_address","3683 Bruckner Blvd, Bronx, NY 10461, USA"
"4092","3685 BRUCKNER BOULEVARD 10461","DUNKIN' DONUTS, BASKIN ROBBINS",40.852493,-73.8274866,"street_address","3685 Bruckner Blvd, Bronx, NY 10461, USA"
"4093","369 36 STREET 11232","LA GUARIDA BAR",40.6545597,-74.0048055,"street_address","369 36th St, Brooklyn, NY 11232, USA"
"4094","369 5 AVENUE 11215","MURA",40.6711428,-73.9843376,"premise","369 5th Ave, Brooklyn, NY 11215, USA"
"4095","369 5TH AVE 11215","MURA",40.6711428,-73.9843376,"premise","369 5th Ave, Brooklyn, NY 11215, USA"
"4096","369 7 AVENUE 11215","TALDE",40.6654478,-73.9825429,"premise","369 7th Ave, Brooklyn, NY 11215, USA"
"4097","369 BROADWAY 11211","MEXICO 2000 RESTAURANT",40.7076396,-73.954919,"premise","369 Broadway, Brooklyn, NY 11211, USA"
"4098","369 BROOME ST 10013","KABAB BITES",40.7199353,-73.9958662,"street_address","369 Broome St, New York, NY 10013, USA"
"4099","369 CLEVELAND AVENUE 10308","COLES DOCK SIDE RESTAURANT",40.5426995,-74.1424457,"premise","369 Cleveland Ave, Staten Island, NY 10308, USA"
"4100","369 JAY STREET 11201","METROSTAR CAFE",40.6926132,-73.9869424,"premise","369 Jay St, Brooklyn, NY 11201, USA"
"4101","369 LEXINGTON AVE 10017","HALE & HEARTY SOUP",40.7504865,-73.976401,"premise","369 Lexington Ave, New York, NY 10016, USA"
"4102","369 LEXINGTON AVENUE 10017","EVERYDAY GOURMET DELI",40.7504865,-73.976401,"premise","369 Lexington Ave, New York, NY 10016, USA"
"4103","369 TROUTMAN ST 11237","THE JOHNSON'S",40.7058865,-73.923893,"premise","369 Troutman St, Brooklyn, NY 11237, USA"
"4104","369 W 34TH ST 10001","PITOPIA",40.7534666,-73.9960031,"street_address","369 W 34th St, New York, NY 10001, USA"
"4105","369 WEST   46 STREET 10036","THE RITZ BAR & LOUNGE",40.7609535,-73.9902074,"street_address","369 W 46th St, New York, NY 10036, USA"
"4106","36A RALPH AVENUE 11221","MADDY'S",40.6890123,-73.9241333,"premise","36A Ralph Ave, Brooklyn, NY 11221, USA"
"4107","36B AVENUE A 10009","NATIVE BEAN",40.7234564,-73.9852132,"street_address","36B Avenue A, New York, NY 10009, USA"
"4108","37 1 AVENUE 10003","NEW DOUBLE DRAGON",40.7242239,-73.9880821,"premise","37 1st Avenue, New York, NY 10003, USA"
"4109","37 7 AVENUE 10011","SUBWAY",40.7376158,-73.999976,"premise","37 7th Ave, New York, NY 10011, USA"
"4110","37 8TH AVE 10014","AUX MERVEILLEUX DE FRED",40.7382565,-74.0040408,"street_address","37 8th Ave, New York, NY 10014, USA"
"4111","37 AVENUE A 10009","ANGELINA",40.7235109,-73.9856493,"premise","37 Avenue A, New York, NY 10009, USA"
"4112","37 BARROW ST 10014","DUET BRASSERIE",40.7322414,-74.0038517,"street_address","37 Barrow St, New York, NY 10014, USA"
"4113","37 BRUCKNER BOULEVARD 10454","WISH 37 RESTAURANT/BAR",40.8071028,-73.9276351,"premise","37 Bruckner Blvd, Bronx, NY 10454, USA"
"4114","37 CLINTON ST 10002","TRIPLE SHOT WORLD ATLAS CAFE",40.7200154,-73.9847403,"street_address","37 Clinton St, New York, NY 10002, USA"
"4115","37 E 29TH ST 10016","WOLFETONE'S IRISH PUB & KITCHEN",40.7444288,-73.9843068,"premise","37 E 29th St, New York, NY 10016, USA"
"4116","37 E 8TH ST 10003","JOE COFFEE",40.7315389,-73.9941602,"street_address","37 E 8th St, New York, NY 10003, USA"
"4117","37 EAST   28 STREET 10016","SNAFU 28",40.7437886,-73.9846166,"premise","37 E 28th St, New York, NY 10016, USA"
"4118","37 EAST   50 STREET 10022","MALONEY & PORCELLI",40.7578595,-73.9746158,"premise","37 E 50th St, New York, NY 10022, USA"
"4119","37 EAST   60 STREET 10022","ILMULINO",40.764144,-73.970195,"street_address","37 E 60th St, New York, NY 10022, USA"
"4120","37 EAST   64 STREET 10065","ARABELLE",40.7666369,-73.9683848,"street_address","37 E 64th St, New York, NY 10065, USA"
"4121","37 HILLEL PL 11210","OVI'S EXPRESS",40.6322218,-73.9487104,"street_address","37 Hillel Pl, Brooklyn, NY 11210, USA"
"4122","37 KENMARE STREET 10012","COCORON",40.7209168,-73.9952545,"street_address","37 Kenmare St, New York, NY 10012, USA"
"4123","37 SAINT MARKS PL 10003","DF MAVENS",40.7288765,-73.9880604,"street_address","37 St Marks Pl, New York, NY 10003, USA"
"4124","37 SPRING STREET 10012","RICE TO RICHES",40.7219093,-73.9957643,"premise","37 Spring St, New York, NY 10012, USA"
"4125","37 UNION SQUARE WEST 10003","REPUBLIC RESTAURANT",40.7369923,-73.9908103,"premise","37 Union Square W, New York, NY 10003, USA"
"4126","37 W 17TH ST 10011","YAKINIKU FUTAGO",40.7389154,-73.9940632,"street_address","37 W 17th St, New York, NY 10011, USA"
"4127","37 W 24TH ST 10010","SHAY & IVY",40.7432901,-73.9910053,"street_address","37 W 24th St, New York, NY 10010, USA"
"4128","37 W 42ND ST 10036","GABRIEL KREUTHER",40.7547017,-73.983732,"street_address","37 W 42nd St, New York, NY 10036, USA"
"4129","37 WASHINGTON AVE 11205","IL PORTO BRICK OVEN RISTORANTE",40.697398,-73.9674433,"street_address","37 Washington Ave, Brooklyn, NY 11205, USA"
"4130","37 WEST   19 STREET 10011","FLATIRON LOUNGE",40.7400645,-73.9931645,"premise","37 W 19th St, New York, NY 10011, USA"
"4131","37 WEST   20 STREET 10011","BOXERS NYC",40.7408053,-73.9931114,"premise","37 W 20th St, New York, NY 10011, USA"
"4132","37 WEST   26 STREET 10010","THE HOG PIT NEW YORK CITY",40.7445724,-73.9904546,"premise","37 W 26th St, New York, NY 10010, USA"
"4133","37 WEST   32 STREET 10001","SHILLA KOREAN BARBECUE HOUSE",40.7481104,-73.9872042,"premise","37 W 32nd St, New York, NY 10001, USA"
"4134","37 WEST   43 STREET 10036","LIBERTY CAFE",40.7552345,-73.9820105,"street_address","37 W 43rd St, New York, NY 10036, USA"
"4135","37 WEST   44 STREET 10036","NEW YORK YACHT CLUB",40.7557158,-73.9815958,"premise","37 W 44th St, New York, NY 10036, USA"
"4136","37 WEST   65 STREET 10023","SHUN LEE",40.7728753,-73.9812519,"street_address","37 W 65th St, New York, NY 10023, USA"
"4137","37 WEST 17 STREET 10011","BASTA PASTA RESTAURANT",40.7389154,-73.9940632,"street_address","37 W 17th St, New York, NY 10011, USA"
"4138","37-06 30 AVENUE 11103","NEW YORK DOG HOUSE",40.7643179,-73.9164894,"street_address","37-06 30th Ave, Long Island City, NY 11103, USA"
"4139","370 2ND AVE 10010","8TH WONDER JUICE BAR",40.7368146,-73.981469,"street_address","370 2nd Ave, New York, NY 10010, USA"
"4140","370 7 AVENUE 10001","BAGEL MAVEN CAFE",40.7490266,-73.9924742,"street_address","370 7th Ave, New York, NY 10001, USA"
"4141","370 8TH AVE 10001","HOA CAFE",40.7486475,-73.9956509,"premise","370 8th Ave, New York, NY 10001, USA"
"4142","370 CANAL ST 10013","",40.720684,-74.004357,"premise","370 Canal St, New York, NY 10013, USA"
"4143","370 COLUMBUS AVENUE 10024","GARI",40.781163,-73.9764434,"premise","370 Columbus Ave, New York, NY 10024, USA"
"4144","370 E 146TH ST 10455","SALSA ZONE",40.814177,-73.91986,"street_address","370 E 146th St, Bronx, NY 10455, USA"
"4145","370 LEWIS AVENUE 11233","BESO RESTAURANT AND BAR",40.6829377,-73.9352744,"premise","370 Lewis Ave, Brooklyn, NY 11233, USA"
"4146","370 LEXINGTON AVE LBBY 10017","SUBWAY",33.9925434,-81.2223691,"street_address","370 Libby Ln, Lexington, SC 29072, USA"
"4147","370 LEXINGTON AVENUE 10017","CAFE METRO",40.750761,-73.9767958,"street_address","370 Lexington Ave, New York, NY 10017, USA"
"4148","370 LEXINGTON AVENUE 10168","DUNKIN' DONUTS",40.7506846,-73.9767953,"street_address","370 Lexington Ave, New York, NY 10168, USA"
"4149","370 MYRTLE AVE 11205","Jill Lindsey",40.6930194,-73.9713421,"premise","370 Myrtle Ave, Brooklyn, NY 11205, USA"
"4150","370 PARK AVENUE 10022","RACQUET & TENNIS CLUB",40.7588047,-73.9732838,"street_address","370 Park Ave, New York, NY 10022, USA"
"4151","370 UTICA AVENUE 11213","HAPPY GARDEN",40.6655909,-73.9317438,"premise","370 Utica Ave, Brooklyn, NY 11213, USA"
"4152","370 VAN DUZER ST 10304","PASTRY LOVER'S CHOICE",40.6291114,-74.0795988,"street_address","370 Van Duzer St, Staten Island, NY 10304, USA"
"4153","370 W 51ST ST 10019","B -SIDE",40.7638919,-73.9882472,"street_address","370 W 51st St, New York, NY 10019, USA"
"4154","370 W 58TH ST 10019","FLUFFY'S CAFE & PIZZERIA",40.7683543,-73.985096,"street_address","370 W 58th St, New York, NY 10019, USA"
"4155","370 WEST   51 STREET 10019","BRICIOLA",40.7638919,-73.9882472,"street_address","370 W 51st St, New York, NY 10019, USA"
"4156","370 WEST   52 STREET 10019","LUCKY'S FAMOUS",40.7644654,-73.9876892,"premise","370 W 52nd St, New York, NY 10019, USA"
"4157","370 WEST   58 STREET 10019","EUROPAN BAKERY CAFE",40.7683543,-73.985096,"street_address","370 W 58th St, New York, NY 10019, USA"
"4158","370 WEST 46 STREET 10036","DEACON BRODIE'S",40.7606719,-73.9904249,"premise","370 W 46th St, New York, NY 10036, USA"
"4159","3700 JEROME AVENUE 10467","WOODLAWN CAFE",40.886517,-73.8780856,"premise","3700 Jerome Ave, Bronx, NY 10467, USA"
"4160","3700 SURF AVENUE 11224","SEA GATE BEACH CLUB",40.5735391,-74.0032852,"street_address","3700 Surf Ave, Brooklyn, NY 11224, USA"
"4161","3701 30 AVENUE 11103","GRAND CAFE/ FRESH ORGANIC",40.7648046,-73.916229,"street_address","37-01 30th Ave, Long Island City, NY 11103, USA"
"4162","3701 EASTCHESTER RD FL 1 10466","BLUE MOUNTAIN CUISINE RESTAURANT",40.8830261,-73.8497085,"street_address","3701 Eastchester Rd, Bronx, NY 10466, USA"
"4163","3701 JUNCTION BOULEVARD 11368","LA ABUNDANCIA",40.7514968,-73.8705844,"street_address","3701 Junction Blvd, Corona, NY 11368, USA"
"4164","3701 MAIN STREET 11354","MAXIN BAKERY",40.7615263,-73.8307797,"street_address","37-01 Main St, Flushing, NY 11354, USA"
"4165","3701 MERMAID AVENUE 11224","ZA ZABOROM",40.5748089,-74.0032976,"street_address","3701 Mermaid Ave, Brooklyn, NY 11224, USA"
"4166","3701B 82ND ST 11372","COCO NYC INC.",40.7536973,-73.884994,"street_address","3701 82nd St, Jackson Heights, NY 11372, USA"
"4167","3702 MAIN ST 11354","RED TOP MOUNTAIN RESTAURANT",40.76124,-73.831539,"street_address","37-02 Main St, Flushing, NY 11354, USA"
"4168","3702 MAIN STREET 11354","HAN SONG TING RETAURANT",40.76124,-73.831539,"street_address","37-02 Main St, Flushing, NY 11354, USA"
"4169","3702 PRINCE ST 11354","ONLY ONE PLACE",40.7607303,-73.8330494,"street_address","37-02 Prince St, Flushing, NY 11354, USA"
"4170","3702 UNION ST 11354","KORYODANG BAKERY & CAFE",40.762322,-73.8274836,"street_address","37-2 Union St, Flushing, NY 11354, USA"
"4171","3703 31ST AVE 11103","SABOR DE CUBA",40.7621769,-73.9183253,"street_address","37-03 31st Ave, Long Island City, NY 11103, USA"
"4172","3703 74TH ST 11372","AL NAIMAT RESTAURANT & SWEETS",40.7487977,-73.8916373,"street_address","37-03 74th Street, Flushing, NY 11372, USA"
"4173","3703 82 STREET 11372","DELICIAS COLOMBIANAS BAKERY",40.749542,-73.8840906,"street_address","3703 82nd St, Jackson Heights, NY 11372, USA"
"4174","3703 82ND ST 11372","DELICIAS COLOMBIANAS",40.749542,-73.8840906,"street_address","3703 82nd St, Jackson Heights, NY 11372, USA"
"4175","3703 BROADWAY 11103","BAI SUSHI",40.7597557,-73.9202187,"street_address","37-03 Broadway, Long Island City, NY 11103, USA"
"4176","370372 CANAL STREET 10013","SHERATON TRIBECA (ANTICA/STARBUCKS)",40.7207037,-74.0036897,"route","Canal St, New York, NY 10013, USA"
"4177","3704 30TH AVE 11103","GOSSIP COFFEE",40.7643893,-73.9165128,"premise","37-04 30th Ave, Long Island City, NY 11103, USA"
"4178","3704 DITMARS BOULEVARD 11105","OISHII SUSHI JAPANESE RESTAURANT",40.7735274,-73.9076017,"street_address","3704 Ditmars Blvd, Long Island City, NY 11105, USA"
"4179","3704 PRINCE STREET 11354","NU EATS",40.7606738,-73.8330235,"street_address","37-04 Prince St, Flushing, NY 11354, USA"
"4180","3705 28TH AVE 11103","EMILIA'S PIZZERIA",40.7663468,-73.9149271,"premise","3705 28th Ave, Astoria, NY 11103, USA"
"4181","3705 31 AVENUE 11103","JJ s ASIAN FUSION",40.762149,-73.9182777,"street_address","37-05 31st Ave, Long Island City, NY 11103, USA"
"4182","3705 BROADWAY 11103","BOSTON PIZZA",40.759752,-73.9202144,"street_address","37-05 Broadway, Long Island City, NY 11103, USA"
"4183","3706 3 AVENUE 10456","DRAGON CHINESE RESTAURANT",40.8352964,-73.9030054,"premise","3706 Third Ave, Bronx, NY 10456, USA"
"4184","3706 36TH ST 11101","MUNDO / PAPER FACTORY HOTEL",40.7526102,-73.9274846,"street_address","37-6 36th St, Long Island City, NY 11101, USA"
"4185","3706 90 STREET 11372","LA 90 BAKERY",40.7525749,-73.8772462,"route","90th St, Queens, NY 11372, USA"
"4186","3706 EAST TREMONT AVENUE 10465","DOMINO'S",40.8268764,-73.8228302,"street_address","3706 E Tremont Ave, Bronx, NY 10465, USA"
"4187","3706 PRINCE ST 11354","KULU DESSERTS",40.760606,-73.8329945,"street_address","37-06 Prince St, Flushing, NY 11354, USA"
"4188","3707 30 AVENUE 11103","16 HANDLES",40.7646877,-73.9160814,"street_address","37-07 30th Ave, Long Island City, NY 11103, USA"
"4189","3707 73 STREET 11372","READY PENNY INN",40.7485672,-73.8924962,"street_address","37-07 73rd St, Flushing, NY 11372, USA"
"4190","3707 82 STREET 11372","BURGER KING",40.749439,-73.884016,"street_address","37-07 82nd St, Jackson Heights, NY 11372, USA"
"4191","3707 83 STREET 11372","GARDEN CAFE RESTAURANT",40.749572,-73.8833084,"street_address","3707 83rd St, Jackson Heights, NY 11372, USA"
"4192","3708 103 STREET 11368","RANCHO LATINO RESTAURANT",40.7529782,-73.8644381,"street_address","37-08 103rd St, Flushing, NY 11368, USA"
"4193","3708 83 STREET 11372","PICANTERIA EL AUSTRO",40.7192804,-73.8701913,"street_address","64-3708 83rd St, Middle Village, NY 11379, USA"
"4194","3708 90TH ST 11372","PARAISO SALUDABLE",40.7397411,-73.8742161,"street_address","3708 90th St, Elmhurst, NY 11373, USA"
"4195","3708 RIVERDALE AVENUE 10463","TIN MARIN RESTAURANT & LOUNGE",40.8870447,-73.9068368,"street_address","3708 Riverdale Ave, Bronx, NY 10463, USA"
"4196","3709 31ST AVE 11103","CASA GALICIA",40.7620572,-73.9182665,"street_address","37-09 31st Ave, Astoria, NY 11103, USA"
"4197","3709 83RD ST 11372","SOMPONG THAI",40.7495312,-73.883301,"street_address","3709 83rd St, Jackson Heights, NY 11372, USA"
"4198","371 1 AVENUE 10010","FRANK'S TRATTORIA",40.736112,-73.9794517,"street_address","371 1st Avenue, New York, NY 10010, USA"
"4199","371 3 AVENUE 10016","SUBWAY",40.7411244,-73.981301,"street_address","371 3rd Ave, New York, NY 10016, USA"
"4200","371 7 AVENUE 10001","NILES RESTAURANT",40.7487055,-73.9916558,"premise","371 7th Ave, New York, NY 10001, USA"
"4201","371 BROOME ST 10013","OFICINA 1000 MIGLIA",40.7200633,-73.9962608,"premise","371 Broome St, New York, NY 10013, USA"
"4202","371 COURT ST 11231","CAFE 11231",40.6807259,-73.9964876,"premise","371 Court St, Brooklyn, NY 11231, USA"
"4203","371 E 98TH ST 11212","DUSK TILL DAWN",40.6591787,-73.9160949,"premise","371 E 98th St, Brooklyn, NY 11212, USA"
"4204","371 EAST FORDHAM ROAD 10458","LITTLE CHINA CITY",40.8620651,-73.8922473,"street_address","371 E Fordham Rd, Bronx, NY 10458, USA"
"4205","371 W 46TH ST 10036","LA PULPERIA",40.7609632,-73.9902681,"premise","371 W 46th St, New York, NY 10036, USA"
"4206","371 WEST 34 STREET 10001","PATIALA",40.7534664,-73.9959495,"street_address","371 W 34th St, New York, NY 10001, USA"
"4207","3710 114 STREET 11368","PINE RESTAURANT",40.7545246,-73.8541845,"premise","37-10 114th St, Flushing, NY 11368, USA"
"4208","3710 30TH AVE 11103","BUTCHER BAR",40.7643114,-73.9163555,"premise","37-10 30th Ave, Astoria, NY 11103, USA"
"4209","3710 31ST AVE 11103","TEA PLUS CAFE",40.761676,-73.918453,"street_address","37-10 31st Ave, Long Island City, NY 11103, USA"
"4210","3711 35 AVENUE 11101","STARBUCKS",40.7558005,-73.9231103,"street_address","37-11 35th Ave, Astoria, NY 11106, USA"
"4211","3711 73RD ST 11372","HAAT BAZAAR",40.7484857,-73.8923901,"premise","37-11 73rd St, Flushing, NY 11372, USA"
"4212","3711 MAIN ST 11354","NEW YORK SUSHI",40.7614227,-73.8304934,"premise","3711 Main St, Flushing, NY 11354, USA"
